ID,wikipedia,upvotes,title
53,https://en.wikipedia.org/wiki/Romanian_Treasure,4028,"TIL that Romania shipped 93.4 TONES of gold to Rusia in 1916 so that Russia would safe keep the Romanian Treasure in the Kremlin until the end of the war. And, as of 2014, they gave back only 33 kg of it."
54,https://en.wikipedia.org/wiki/Christoph_Waltz,4022,TIL Christoph Waltz is his own voice actor in the German and French dubs of Inglourious Basterds and Django Unchained
55,https://en.wikipedia.org/wiki/Kyshtym_disaster,4019,"TIL Before Chernobyl, the Soviets had another massive nuclear disaster which contaminated over 20,000 square km. The area was turned into a preserve to cover up the accident. The CIA knew of the accident, but also covered it up in order to protect the fledgling US nuclear industry from hysteria."
56,https://en.wikipedia.org/wiki/Kent_(cigarette),4002,TIL in 1952 claims smoking causes cancer caused Kent cigarettes to come out with an asbestos filter to protect its smokers
57,https://en.wikipedia.org/wiki/Beavis,3984,"TIL MTV banned Beavis and Butthead from referencing fire, specifically Beavis' ""Fire"" chant, after an arson was blamed on the show. In response, the show had Beavis chant words similar to fire such as fryer. The ban was lifted for the revival and Beavis says fire 7 times in the first video segment."
58,https://en.wikipedia.org/wiki/Iranian_Embassy_siege,3949,"TiL that, during the Iranian Embassy Siege, when given the choice of who from their number would be released, the hostages chose a man whose loud snoring was keeping them awake"
59,https://en.wikipedia.org/wiki/Kasparov_versus_the_World,3940,"TIL in 1999 chess Grandmaster Garry Kasparov played The World in a game of chess that lasted over four months. Over 50,000 people from more than 75 countries participated in the game with moves being decided by majority vote. Garry ended up winning on turn 62 when 51% of The World decided to resign."
60,https://en.wikipedia.org/wiki/Toto_(Oz),3938,TIL The dog that played Toto in The Wizard of Oz was paid a salary that was higher than the actors who played the Munchkins
61,https://en.wikipedia.org/wiki/Cameron_(Terminator),3921,"TIL While James Cameron was stricken with food poisoning in Rome on a film set, he had a nightmare about an invincible robot hit man sent from the future to kill him giving him the idea for the Terminator catapulting his career."
62,https://en.wikipedia.org/wiki/Bourbon_whiskey,3912,"TIL The state of Kentucky currently has 4.9 million barrels of bourbon that are aging, which exceeds the state's own population."
63,https://en.wikipedia.org/wiki/Johnny_Depp,3898,"TIL that Johnny Depp's daughter nearly died from an E.Coli infection and had an extended hospital stay. In order to thank the hospital for taking care of her, Depp dressed up as Jack Sparrow and read stories to kids for four hours."
64,https://en.wikipedia.org/wiki/Monty_Python's_Life_of_Brian,3893,"TIL Monty Python's Life of Brian was mainly financed by George Harrison after EMI withdrew their funding. Harrison put up the money for it as he ""wanted to see the movie"" (this was later described by Terry Jones as the ""world's most expensive cinema ticket"")."
65,https://en.wikipedia.org/wiki/Ferris_Bueller's_Day_Off,3889,"TIL the boring, monotone lecture Ben Stein delivers in Ferris Bueller was originally meant to be off-camera, but the student extras laughed so hard at his voice that John Hughes decided to shoot it. It was a topic that Stein actually knew a lot about, supply-side economics, and it was improvised."
66,https://en.wikipedia.org/wiki/Termite,3885,"TIL termites are being researched as a possible renewable energy source as they can produce up to 2 litres of hydrogen from ingesting a single sheet of paper, making them one of the planet's most efficient bioreactors."
67,https://en.wikipedia.org/wiki/Mona_Lisa,3881,"TIL that the Mona Lisa has no clearly visible eyelashes or eyebrows. In 2007, an engineer used high resolution scans to show the painting was originally painted with clearly visible eyebrows or eyelashes and they gradually disappeared over time, possibly because of overcleaning."
68,https://en.wikipedia.org/wiki/In_Time,3874,"TIL human life expectancy has increased more in the last 50 years than in the previous 200,000 years of human existence."
69,https://en.wikipedia.org/wiki/Barnum's_American_Museum,3870,"TIL that P.T. Barnum noticed people were lingering too long at his exhibits so he posted signs indicating ""This Way to the Egress"". Not knowing that ""Egress"" was another word for ""Exit"", people followed the signs to what they assumed was a fascinating exhibit and ended up outside."
70,https://en.wikipedia.org/wiki/Macaroni_and_cheese,3869,TIL the earliest known recipe for macaroni and cheese dates back to 14th century England
71,https://en.wikipedia.org/wiki/Groundhog_Day_(film),3859,"TIL in a review of the film ""Groundhog Day"", The Washington Post noted it was a good Bill Murray vehicle, but wrote ""It will never be designated a national film treasure by the Library of Congress"". The film was selected for preservation in the Library of Congress in 2006."
72,"https://en.wikipedia.org/wiki/""Weird_Al""_Yankovic",3843,"TIL Weird Al Yankovic has asked permission from Prince to parody his songs on numerous occasions, and has always been refused. When the two were assigned to sit in the same row at an award's show, he got a telegram from Prince's lawyers demanding he not make eye contact"
73,https://en.wikipedia.org/wiki/Sun_of_Suns,3841,"TIL that the Aztecs believed themselves to be living in the fifth world. The fourth was destroyed by flood, the third by fire, the second by hurricanes and the first when jaguars ate everybody."
74,https://en.wikipedia.org/wiki/Harald_Bluetooth,3833,"TIL the symbol for bluetooth is a bind rune made from the pre-viking runes of the tenth century king, Harald Bluetooth's name."
75,https://en.wikipedia.org/wiki/Cher,3826,"TIL a WW1 homing pigeon saved 194 men by continuing her flight after losing a leg, an eye and having been shot through the chest."
76,https://en.wikipedia.org/wiki/Microsleep,3821,TIL that sleep deprived drivers cause accidents because of 'microsleep' episodes during which they lose consciousness for up to thirty seconds. Most people do not realize that they had a microsleep episode and think they were awake all along.
77,https://en.wikipedia.org/wiki/1974_White_House_helicopter_incident,3813,"TIL that in 1974 a US soldier stole a helicopter and flew to the White House in Washington, D.C. As he hovered above the south grounds, the Executive Protective Service shot and injured him, forcing him to land. He only received a one-year prison sentence and $2,400 in fines."
78,https://en.wikipedia.org/wiki/Sega,3813,"TIL Sega was actually an American company that started in Hawaii and moved to Japan to distribute coin-operated jukeboxes, games, and slot machines to military installations."
79,https://en.wikipedia.org/wiki/Confidence_trick,3805,"TIL in 1849 New York, a man would walk up to strangers and begin a conversation. Gaining their trust, he would ask ""Have you the confidence to trust me with your watch until tomorrow?"" He would never return. When finally caught, he was labeled a ""confidence man"", later shortened to simply ""con man""."
80,https://en.wikipedia.org/wiki/Shakira,3791,"TIL that Shakira was rejected from the school choir because her music teacher said that she sounded ""like a goat."""
81,https://en.wikipedia.org/wiki/Charlie_Chaplin,3785,"TIL that when Charlie Chaplin received his honorary Oscar, he received a 12-minute standing ovation - the longest in Oscar history."
82,https://en.wikipedia.org/wiki/Koala,3782,"TIL that due to their small brains koalas are unable to perform complex, unfamiliar tasks such as eat leaves off of flat surfaces."
83,https://en.wikipedia.org/wiki/Mirror,3772,TIL some large telescopes use liquid mercury for a reflective mirror instead of glass. The rotating liquid assumes the paraboloidal shape regardless of the container's shape and has a much lower cost than traditional glass mirrors.
84,https://en.wikipedia.org/wiki/Great_Famine_(Ireland),3767,TIL the population of Ireland still hasn't recovered from the famine of 1845-1852. It was at 8 million before the famine and is at 4.5 million today.
85,https://en.wikipedia.org/wiki/Cornfield_Bomber,3764,"TIL that while in a spin, a pilot ejected from his plane only to watch his unmanned F-106 recover from the spin and land safely in a field."
86,https://en.wikipedia.org/wiki/George_Foreman,3752,TIL George Foreman was collecting 40% of the profits on the George Foreman Grill until they paid him $137 million to buy the rights to his name.
87,"https://en.wikipedia.org/wiki/Churchill,_Manitoba",3750,"TIL that in Churchill, Canada many locals leave their cars unlocked in case someone needs to make a quick escape from a polar bear."
88,https://en.wikipedia.org/wiki/Sonic_hedgehog,3714,"TIL that the ""SEGA"" chant at the beginning of Sonic the Hedgehog took up 1/8th of the memory on the cartridge."
89,https://en.wikipedia.org/wiki/Bummer_and_Lazarus,3678,"TIL in 1860's San Francisco, two stray dogs who were best friends became local celebrities. Their exploits were celebrated in local papers and they were granted immunity from the city's dog catchers."
90,https://en.wikipedia.org/wiki/Central_Air_Data_Computer,3671,TIL The first microprocessor was not made by Intel. It was actually a classified custom chip used to control the swing wings and flight controls on the first F-14 Tomcats.
91,https://en.wikipedia.org/wiki/Pingala,3662,TIL the Fibonacci Sequence was described by an Indian mathematician ~1200 years before Fibonacci wrote of it
92,https://en.wikipedia.org/wiki/Battle_of_the_Bulge,3651,"TIL the 1964 Hollywood War Spectacular 'The Battle of the Bulge' was so historically inaccurate, that President Dwight D Eisenhower came out of retirement and held a press conference just to denounce the film."
93,https://en.wikipedia.org/wiki/T.I.,3650,"TIL Rapper T.I. Has not once, but twice talked suicidal people off the ledge"
94,https://en.wikipedia.org/wiki/Robert_Liston,3646,"TIL Robert Liston is the only surgeon in history to have performed an operation with a 300% mortality rate, losing his patient to infection, accidentally amputating his assistant's fingers, who also died of infection, and slashing a spectator who died from shock"
95,https://en.wikipedia.org/wiki/Sequel,3625,"TIL that Bambi and Bambi II hold the record for the longest gap in between movie sequels, the first being released in 1942, the second being released 64 years later in 2006."
96,https://en.wikipedia.org/wiki/Agent_Orange,3624,"TIL that in 1966 and 1967, soldiers testing Agent Orange in Canada were told the chemical was completely safe and sprayed it on each other to cool off."
97,https://en.wikipedia.org/wiki/Spice,3615,TIL 70% of the spices used in the world come from one country. India.
98,https://en.wikipedia.org/wiki/40oz._to_Freedom,3614,"TIL that while recording their debut album, 40oz. to Freedom, Sublime did not have permission to use the studio they were using. Their friend snuck them in. Bradley Nowell had said ""...they never knew we were there. We managed to get $30,000 worth of studio time for free""."
99,https://en.wikipedia.org/wiki/Queen_Sonja_of_Norway,3614,"TIL King Harald of Norway vowed to remain unmarried for life unless he could marry his true love, the daughter of a cloth merchant. She became the Queen of Norway."
100,https://en.wikipedia.org/wiki/Chubby_bunny,3611,TIL. There have been two known fatalities of people suffocating on marshmallows playing Chubby Bunny.
101,https://en.wikipedia.org/wiki/Mountain_Dew,3601,TIL Mountain Dew was created to be used as a mixer for Whiskey and the name was slang for Moonshine.
102,https://en.wikipedia.org/wiki/Rabies,3596,"TIL In Switzerland, Rabies has been virtually eradicated after scientists placed chicken heads laced with a vaccine in the Swiss Alps. The foxes of Switzerland, proven to be the main source of rabies in the country, ate the chicken heads and immunized themselves."
103,https://en.wikipedia.org/wiki/Financial_endowment,3592,TIL that Harvard earns enough money on interest from its endowment that it could offer free tuition to all students and still make profit on the interest.
104,https://en.wikipedia.org/wiki/Moment_(time),3588,"TIL that a ""moment"" is actually medieval unit of time that is equal to 1.5 minutes. There are 40 moments in an hour."
105,https://en.wikipedia.org/wiki/Ignaz_Semmelweis,3578,"TIL the doctor that proposed medical professionals should wash their hands before handling patients was so mocked by his peers that he suffered from a nervous breakdown. He was committed to a mental institution, dying from a septic wound that was not treated properly."
106,https://en.wikipedia.org/wiki/David_Steinberg,3572,"TIL that one of the more common crossword writers for the New York Times, David Steinerg, is 19 Years old. He was first published in the NYT when he was 14."
107,https://en.wikipedia.org/wiki/Ketchup,3562,"TIL When ketchup is labeled ""Fancy"" it's actually a USDA grade meaning it's thicker than standard ketchup."
108,https://en.wikipedia.org/wiki/Frank_Sinatra,3552,"TIL that Frank Sinatra has three stars on the Hollywood Walk Of Fame. One for film, one for music and one for television."
109,https://en.wikipedia.org/wiki/Dr._Seuss,3543,"TIL that in college, Theodor Seuss Geisel was caught drinking gin with his friends; as a result, his dean insisted he resign from the college magazine. To continue working on the magazine without the dean's knowledge, he began signing his work with ""Seuss,"" which he later changed to ""Dr. Seuss."""
110,https://en.wikipedia.org/wiki/Heart_(band),3543,"TIL the Beatles played a demo copy of ""Sgt. Pepper's Lonely Hearts Club Band"" before its release at full volume from an open apartment window at 6AM. Instead of complaining, the residents opened their windows and listened, aware they were hearing unreleased Beatles music."
111,https://en.wikipedia.org/wiki/Leaning_Tower_of_Pisa,3527,TIL that during WW2 the Allies discovered that the Germans were using the Leaning Tower of Pisa as an observation post. A U.S Army Sergeant that was sent to the tower to confirm the presence of German troops was impressed by its beauty and decided to not order an artillery strike on it.
112,https://en.wikipedia.org/wiki/Walter_Keane,3527,"TIL when Margaret Keane sued her ex-husband, Walter Keane for plagiarizing, The judge asked both of them to paint a painting in front of the courtroom. Walter declined, saying he had a sore shoulder, whereas Margerat completed her painting in 53 minutes."
113,https://en.wikipedia.org/wiki/The_Mask,3526,"TIL the first goalie mask worn in a NHL game wasn't until a goalie took a puck to the face, got stitched up, and refused to return to the game unless he could wear a mask."
114,https://en.wikipedia.org/wiki/Fido_(dog),3523,"TIL the original Fido was a 1940s Italian street dog who became famous for his loyalty to his dead master, who died in a bombing. Fido waited 14 years at the bus station for him. The name means ""faithful"" in ancient Latin."
115,https://en.wikipedia.org/wiki/The_Raven,3523,"TIL that The Tower Of London's ravens are enlisted as soldiers of the Kingdom. As in the case with soldiers, the ravens can be dismissed for unsatisfactory conduct. Raven George (Enlisted 1977-1986) lost his appointment to the Crown, and was retired to Wales for attacking and destroying TV aerials."
116,https://en.wikipedia.org/wiki/Playing_card,3520,"TIL that during WWII, Bicycle playing cards were made so that, when submerged in water, they could be peeled apart to reveal parts of a map inside. When all put together, they were a larger map. These decks were given to POWs, so that if they escaped, they would have a map."
117,https://en.wikipedia.org/wiki/Bacon,3517,"TIL that the doubt regarding Shakespeare's actual authorship of the plays attributed to him was started by a 19th century American woman who had no proof, but just a ""feeling"" that Shakespeare couldn't have done it all himself."
118,https://en.wikipedia.org/wiki/Croissant,3513,"TIL Croissants are Austrian, not French."
119,https://en.wikipedia.org/wiki/Neutron_star,3488,"TIL that the fastest spinning Neutron star known to man, rotates at 716 complete rotations per second."
120,https://en.wikipedia.org/wiki/New_Guinea,3476,"TIL Around 1000 of the world's approximately 5,000 languages are spoken solely in New Guinea."
121,https://en.wikipedia.org/wiki/MythBusters,3475,"TIL Even with the bare minimum of driver training on its use, the British roundabout has been proven to be at least 20% more efficient at moving traffic through an intersection than any other design"
122,https://en.wikipedia.org/wiki/Snakes_on_a_Plane,3473,"TIL that after Samuel L. Jackson agreed to star in ""Snakes on a Plane"", producers tried to change the title but did not because Jackson agreed to do the film based on the title alone."
123,https://en.wikipedia.org/wiki/Hiroo_Onoda,3462,"TIL That a Japanese soldier was stranded on a island for 30 years, not knowing that the second world war had ended for 30 years. His commander came to the island to personally dismiss him in 1974."
124,https://en.wikipedia.org/wiki/Jackie_Coogan,3460,"TIL when child actor Jackie Coogan turned 18 he found out all his money ($68 million) had been spent by his mother who argued ""No promises were ever made to give Jackie anything. Every dollar a kid earns before he is 21 belongs to his parents."" Coogan's Bill was passed to protect child actors"
125,https://en.wikipedia.org/wiki/New_York_City_Subway,3459,"TIL Back when the NYC Subway used tokens, people called ""token suckers"" would jam token slots with paper and suck out stuck tokens with their mouths. To prevent this, some attendants would sprinkle chili powder into the slots."
126,https://en.wikipedia.org/wiki/Donkey,3453,"TIL that Miyamoto believed ""donkey"" meant ""stupid"" in English, and assumed the name Donkey Kong would convey the sense ""stupid ape"" to an American audience. When he suggested this name to Nintendo of America, he was laughed at, but the name stuck."
127,https://en.wikipedia.org/wiki/Le_Petit_Tourette,3452,"TIL that the Tourette Syndrome Association released a statement after the South Park episode ""Le Petit Tourette"" where they complimented the show on being ""well researched"" and that it ""served as a clever device"" to get accurate information to the public."
128,https://en.wikipedia.org/wiki/State_funerals_in_the_United_States,3444,"TIL that when George Washington passed away in 1799, Napoleon Bonaparte personally gave a eulogy and ordered a ten-day requiem. In Great Britain, the entire Royal Navy lowered its flags at half mast."
129,https://en.wikipedia.org/wiki/White_Coke,3440,TIL a Soviet Union Marshal commissioned a clear coca-cola that resembled vodka because he enjoyed the taste and didn't want to be seen drinking coke in public.
130,https://en.wikipedia.org/wiki/Raiders_of_the_Lost_Ark,3438,"TIL that Raiders of the Lost Ark grossed $384 million dollars in worldwide ticket sales. But it only had a budget of $18 million, giving it a profit ratio of over two-thousand percent."
131,https://en.wikipedia.org/wiki/Radio_Radio,3433,"TIL soldiers in WWII made simple radios using a razorblade and pencil as the diode, dubbing them Foxhole Radios."
132,https://en.wikipedia.org/wiki/Pablo_Picasso,3429,"TIL During the Second World War, Pablo Picasso remained in Paris while the Germans occupied the city. During one search of his apartment, a German officer saw a photograph of the painting Guernica. ""Did you do that?"" the German asked Picasso. To which he replied ""No, you did""."
133,https://en.wikipedia.org/wiki/The_Blue_Marble,3412,"TIL - ""The Blue Marble"" is the only whole-earth photo taken by human hands. No one has since been far enough from earth to take a similar picture."
134,https://en.wikipedia.org/wiki/Eritrea,3407,"TIL Eritrea, not North Korea, scores as the country with the least media freedom in the world"
135,https://en.wikipedia.org/wiki/Predator_(alien),3405,"TIL, after Rocky IV's release, a joke was making rounds that since Rocky had run out of opponents, he would have to fight an alien in the fifth installment. Screenwriters Jim and John Thomas took the joke seriously and wrote a screenplay based on the joke which became the movie Predator."
136,https://en.wikipedia.org/wiki/Lactose_intolerance,3404,"TIL Originally all humans were lactose intolerant, and those who aren't lactose intolerant are the ones with a mutation."
137,https://en.wikipedia.org/wiki/Gordon_Ramsay,3392,"TIL Gordon Ramsay left one of his first jobs while as an aspiring chef because he was tired of ""the rages the bullying and violence"" perpetrated by the head chef"
138,https://en.wikipedia.org/wiki/John_R._Fox,3388,"TIL that in World War II, American soldier John R. Fox died when he deliberately called an artillery strike on himself. Realizing that German troops were overrunning his party's position, the strike delayed the enemy long enough for other American units to organize a counter attack."
139,https://en.wikipedia.org/wiki/Rin_Tin_Tin,3386,"TIL popular dog actor Rin-Tin-Tin received the most votes for the first Academy Award for Best Actor, but was removed as a choice as the Academy felt a human should win instead"
140,https://en.wikipedia.org/wiki/Ferdinand_Foch,3375,"TIL that after the Treaty of Versailles, Marshal Ferdinand Foch said ""This is not a peace. It is an armistice for twenty years"". 20 years and 65 days later, WW2 broke out."
